ID$,SHAPE$,LEFT$,TOP$,RIGHT$,BOTTOM$,名称,所在地,ひとくちメモ,郵便番号,利用時間,URL,写真URL,備考,電話番号,FAX番号,EMAIL,開館時間,開催期間,収容台数,一時利用料,一時利用_1,月極利用料,月極利用_1,月極利用_2,月極利用_4
6517,1135.42937139007134.3827534990721,135.429371390071,34.3827534990721,135.429371390071,34.3827534990721,茂知谷青少年広場,岸和田市相川町18番1号,,,,,,,,,,,,,,,,,,
6518,1135.44382924508734.3889493669821,135.443829245087,34.3889493669821,135.443829245087,34.3889493669821,大沢青少年広場,岸和田市大沢町656番,,,,,,,,,,,,,,,,,,
6519,1135.36926329122134.4596520122444,135.369263291221,34.4596520122444,135.369263291221,34.4596520122444,市民道場心技館,岸和田市岸城町7番204号,,,,,,,072-422-7378,,,,,,,,,,,
6520,1135.37954694510534.454814087127,135.379546945105,34.454814087127,135.379546945105,34.454814087127,野田公園テニスコート,岸和田市野田町2丁目20番18号,,,,,,,072-422-0326,,,,,,,,,,,
6521,1135.37906674139634.4771368155704,135.379066741396,34.4771368155704,135.379066741396,34.4771368155704,春木台場テニスコート,岸和田市春木泉町20番48号,,,,,,,072-423-0081,,,,,,,,,,,
6522,1135.39168541792134.4405136616231,135.391685417921,34.4405136616231,135.391685417921,34.4405136616231,葛城テニスコート,岸和田市畑町4丁目475番,,,,,,,072-427-2267,,,,,,,,,,,
6523,1135.3974681480234.4700143901547,135.39746814802,34.4700143901547,135.39746814802,34.4700143901547,中央公園テニスコート,岸和田市西之内町8,,5960043,,,,,072-444-4371,,,,,,,,,,,
6524,1135.37982797860534.4556070145101,135.379827978605,34.4556070145101,135.379827978605,34.4556070145101,野田プール,岸和田市野田町2丁目20番18号,,,,,,,,,,,,,,,,,,
6525,1135.40343769060334.4357307765922,135.403437690603,34.4357307765922,135.403437690603,34.4357307765922,葛城プール,岸和田市土生町211番,,,,,,,,,,,,,,,,,,
6526,1135.43969502646434.4182739099262,135.439695026464,34.4182739099262,135.439695026464,34.4182739099262,山滝プール,岸和田市内畑町204番,,,,,,,,,,,,,,,,,,
6527,1135.38786211876534.4815854385516,135.387862118765,34.4815854385516,135.387862118765,34.4815854385516,春木プール,岸和田市八幡町13番81号,,,,,,,,,,,,,,,,,,
6528,1135.37466914394434.4721910383151,135.374669143944,34.4721910383151,135.374669143944,34.4721910383151,朝陽プール,岸和田市臨海町21番1号,,,,,,,,,,,,,,,,,,
6529,1135.365936551134.4640507769354,135.3659365511,34.4640507769354,135.3659365511,34.4640507769354,浜プール,岸和田市大手町13番35号,,,,,,,,,,,,,,,,,,
6530,1135.41651415958734.4682677146893,135.416514159587,34.4682677146893,135.416514159587,34.4682677146893,今木プール,岸和田市東大路町208番,,,,,,,,,,,,,,,,,,
6531,1135.42661610145534.4589679255308,135.426616101455,34.4589679255308,135.426616101455,34.4589679255308,山直北プール,岸和田市三田町1043番2号,,,,,,,,,,,,,,,,,,
6532,1135.39878283152134.4796036580165,135.398782831521,34.4796036580165,135.398782831521,34.4796036580165,城北プール,岸和田市吉井町1丁目16番18号,,,,,,,,,,,,,,,,,,
7001,1135.38860799910934.4249520863799,135.388607999109,34.4249520863799,135.388607999109,34.4249520863799,斎場(葬儀事務所),岸和田市流木町1092番1号,,,,,,,072-427-3958,,,,,,,,,,,
7002,1135.38698751134334.4326931079653,135.386987511343,34.4326931079653,135.386987511343,34.4326931079653,墓苑事務所,岸和田市流木町716番,,,,,,,072-426-1053,,,,,,,,,,,
7003,1135.38063755549234.4716401627571,135.380637555492,34.4716401627571,135.380637555492,34.4716401627571,共同墓地管理事務所,岸和田市上野町西2036番,,,,,,,072-422-4607,,,,,,,,,,,
7501,1135.37805028187234.4676956577337,135.378050281872,34.4676956577337,135.378050281872,34.4676956577337,高齢者ふれあいセンター朝陽,岸和田市下野町5丁目3番8号,,,,,,,072-438-4456,,,,,,,,,,,
7502,1135.36694860870534.4617484956815,135.366948608705,34.4617484956815,135.366948608705,34.4617484956815,市立浜老人集会所,岸和田市中之浜町7番3号,,,,,,,072-438-4454,,,,,,,,,,,
8001,1135.38951578432134.4705249019938,135.389515784321,34.4705249019938,135.389515784321,34.4705249019938,サン・アビリティーズ,岸和田市加守町4丁目6番18号,,,,http://www.city.kishiwada.osaka.jp/uploaded/attachment/4764.pdf,,,072-444-8081,,,,,,,,,,,
8502,1135.38066241394334.4698796101353,135.380662413943,34.4698796101353,135.380662413943,34.4698796101353,千喜里保育所,岸和田市上野町西15番20号,,,,,,定員：90<BR>対象年齢：57日～,072-422-1344,,,,,,,,,,,
8503,1135.38960672723834.4701754813129,135.389606727238,34.4701754813129,135.389606727238,34.4701754813129,大宮保育所,岸和田市加守町4丁目6番38号,,,,,,定員：90<BR>対象年齢：3ヶ月～,072-445-7464,,,,,,,,,,,
8504,1135.39144285014134.4413548637824,135.391442850141,34.4413548637824,135.391442850141,34.4413548637824,旭保育所,岸和田市土生町720番,,,,,,定員：90<BR>対象年齢：3ヶ月～,072-427-7934,,,,,,,,,,,
8505,1135.42607883348634.4573955106179,135.426078833486,34.4573955106179,135.426078833486,34.4573955106179,山直北保育所,岸和田市岡山町177番2号,,,,,,定員：120<BR>対象年齢：3ヶ月～,072-445-0355,,,,,,,,,,,
8507,1135.38148888136134.475241924738,135.381488881361,34.475241924738,135.381488881361,34.475241924738,春木保育所,岸和田市春木泉町1番5号,,,,,,定員：110<BR>対象年齢：3ヶ月～,072-439-6431,,,,,,,,,,,
8508,1135.3984267463134.4793278730446,135.39842674631,34.4793278730446,135.39842674631,34.4793278730446,城北保育所,岸和田市吉井町1丁目16番24号,,,,,,定員：120<BR>対象年齢：3ヶ月～,072-444-3785,,,,,,,,,,,
8510,1135.37691823339734.4540211057711,135.376918233397,34.4540211057711,135.376918233397,34.4540211057711,城内保育所,岸和田市上町33番5号,,,,,,定員：120<BR>対象年齢：57日～,072-439-9981,,,,,,,,,,,
8511,1135.41183534822234.4679047448491,135.411835348222,34.4679047448491,135.411835348222,34.4679047448491,八木北保育所,岸和田市大町3丁目21番20号,,,,,,定員：120<BR>対象年齢：3ヶ月～,072-443-2995,,,,,,,,,,,
8513,1135.40469446139834.4277612778736,135.404694461398,34.4277612778736,135.404694461398,34.4277612778736,修斉保育所,岸和田市真上町55番地,,,,,,定員：120<BR>対象年齢：57日～,072-427-9767,,,,,,,,,,,
8515,1135.41102570638734.4538203002076,135.411025706387,34.4538203002076,135.411025706387,34.4538203002076,桜台保育所,岸和田市尾生町5丁目3番40号,,,,,,定員：150<BR>対象年齢：57日～,072-444-6291,,,,,,,,,,,
9501,1135.38759765162634.4797980006162,135.387597651626,34.4797980006162,135.387597651626,34.4797980006162,春木小学校,岸和田市春木宮川町11番13号,,5960024,,http://haruki-e.kishiwada.ed.jp/,,,072-422-0552,0724-37-2051,,,,,,,,,,
9502,1135.38810996725334.4859263501567,135.388109967253,34.4859263501567,135.388109967253,34.4859263501567,大芝小学校,岸和田市磯上町2丁目4番1号,,5960001,,http://oshiba-e.kishiwada.ed.jp/,,,072-422-1031,072-422-2223,,,,,,,,,,
9503,1135.36654901785334.4625822092324,135.366549017853,34.4625822092324,135.366549017853,34.4625822092324,浜小学校,岸和田市紙屋町12番20号,,5960064,,http://hama-e.kishiwada.ed.jp/,,,072-422-0327,072-432-0616,,,,,,,,,,
9504,1135.37210688434834.4618426896221,135.372106884348,34.4618426896221,135.372106884348,34.4618426896221,中央小学校,岸和田市堺町1番10号,,5960072,,http://chuuou-e.kishiwada.ed.jp/,,,072-422-0301,072-432-0617,,,,,,,,,,
9505,1135.37939775314834.4666138220608,135.379397753148,34.4666138220608,135.379397753148,34.4666138220608,朝陽小学校,岸和田市上野町西1番28号,,,,http://chouyou-e.kishiwada.ed.jp/,,,072-422-0302,,,,,,,,,,,
9506,1135.37230556063134.4534565475587,135.372305560631,34.4534565475587,135.372305560631,34.4534565475587,城内小学校,岸和田市南上町 2丁目3番1号,,5960078,,http://jyounai-e.kishiwada.ed.jp/,,,072-422-0310,072-432-0615,,,,,,,,,,
9507,1135.38212595529634.4586712363276,135.382125955296,34.4586712363276,135.382125955296,34.4586712363276,東光小学校,岸和田市別所町2丁目1番30号,,5960045,,http://toukou-e.kishiwada.ed.jp/,,,072-422-0461,072-438-8899,,,,,,,,,,
9508,1135.38776332640834.469503472031,135.387763326408,34.469503472031,135.387763326408,34.469503472031,大宮小学校,岸和田市宮前町７－１,,5960043,,http://omiya-e.kishiwada.ed.jp/,,,072-445-1725,072-445-1735,,,,,,,,,,
9509,1135.39993641149334.4759149923513,135.399936411493,34.4759149923513,135.399936411493,34.4759149923513,新条小学校,岸和田市荒木町2丁目4番33号,,,,http://sinjyou-e.kishiwada.ed.jp/,,,072-445-5705,072-445-5788,,,,,,,,,,
9510,1135.40644550793534.4708881537191,135.406445507935,34.4708881537191,135.406445507935,34.4708881537191,八木北小学校,岸和田市下池田町3丁目6番4号,,5960811,,http://yagikita-e.kishiwada.ed.jp/,,,072-443-6631,072-443-6632,,,,,,,,,,
9511,1135.41084336879634.4679853580381,135.410843368796,34.4679853580381,135.410843368796,34.4679853580381,八木小学校,岸和田市大町3丁目22番1号,,5960812,,http://yagi-e.kishiwada.ed.jp/,,,072-445-0049,072-445-5979,,,,,,,,,,
9512,1135.42562493421834.4600698531573,135.425624934218,34.4600698531573,135.425624934218,34.4600698531573,山直北小学校,岸和田市田治米町460番,,5960805,,http://yamadaikita-e.kishiwada.ed.jp/,,,072-445-0156,072-445-0653,,,,,,,,,,
9513,1135.43056741639434.4607285697971,135.430567416394,34.4607285697971,135.430567416394,34.4607285697971,城東小学校,岸和田市三田町146番,,,,http://jyoutou-e.kishiwada.ed.jp/,,,072-444-5516,072-444-5373,,,,,,,,,,
9514,1135.39814650896234.4548010755378,135.398146508962,34.4548010755378,135.398146508962,34.4548010755378,常盤小学校,岸和田市下松町885番地,,5960823,,http://tokiwa-e.kishiwada.ed.jp/,,,072-427-4954,072-427-5242,,,,,,,,,,
9515,1135.38716906010334.4420603307708,135.387169060103,34.4420603307708,135.387169060103,34.4420603307708,太田小学校,岸和田市畑町3丁目12番1号,,,,http://ota-e.kishiwada.ed.jp/,,,072-427-8124,072-427-8125,,,,,,,,,,
9516,1135.38997966443334.4419528806831,135.389979664433,34.4419528806831,135.389979664433,34.4419528806831,旭小学校,岸和田市土生町1491番,,5960825,,http://asahi-e.kishiwada.ed.jp/,,,072-427-0904,072-427-6784,,,,,,,,,,
9517,1135.39345200332734.4294006186881,135.393452003327,34.4294006186881,135.393452003327,34.4294006186881,天神山小学校,岸和田市天神山町1丁目11番1号,,5960834,,http://tenjinyama-e.kishiwada.ed.jp/,,,072-427-8775,,,,,,,,,,,
9518,1135.4074720035234.4275463123267,135.40747200352,34.4275463123267,135.40747200352,34.4275463123267,修斉小学校,岸和田市土生滝町521番地,,5960844,,http://shuusai-e.kishiwada.ed.jp/,,,0724-27-5913,0724-27-2134,,,,,,,,,,
9519,1135.41635087902334.4071321610527,135.416350879023,34.4071321610527,135.416350879023,34.4071321610527,東葛城小学校,岸和田市河合町1833番4号,,5960113,,http://higasikatsuragi-e.kishiwada.ed.jp/,,,072-446-1169,072-446-2814,,,,,,,,,,
9520,1135.43857902186134.4132972533651,135.438579021861,34.4132972533651,135.438579021861,34.4132972533651,山滝小学校,岸和田市内畑町1041番地,,5960105,,http://yamataki-e.kishiwada.ed.jp/,,,072-479-0012,072-479-0086,,,,,,,,,,
9521,1135.43695003618134.4338231616129,135.436950036181,34.4338231616129,135.436950036181,34.4338231616129,山直南小学校,岸和田市稲葉町20番地,,5960103,,http://yamadaiminami-e.kishiwada.ed.jp/,,,072-479-0054,072-479-1876,,,,,,,,,,
9522,1135.4049578990534.4602710427339,135.40495789905,34.4602710427339,135.40495789905,34.4602710427339,八木南小学校,岸和田市小松里町768番1号,,5960831,,http://yagiminami-e.kishiwada.ed.jp/,,,072-445-5894,072-445-5984,,,,,,,,,,
9523,1135.41211723901134.4431360515838,135.412117239011,34.4431360515838,135.412117239011,34.4431360515838,光明小学校,岸和田市尾生町564番,,5960816,,http://koumyou-e.kishiwada.ed.jp/,,,072－445－0138,072－445－0342,,,,,,,,,,
9524,1135.39684501591334.476254752872,135.396845015913,34.476254752872,135.396845015913,34.476254752872,城北小学校,岸和田市荒木町2丁目1番1号,,,,http://jyouhoku-e.kishiwada.ed.jp/,,,072-444-1055,,,,,,,,,,,
10501,1135.38926813623834.4602034850736,135.389268136238,34.4602034850736,135.389268136238,34.4602034850736,岸和田市立産業高等学校,岸和田市別所町3丁目33番1号,,5960045,,,,,072-422-4861,072-422-6111,,,,,,,,,,
11501,1135.39142036316834.4784963301135,135.391420363168,34.4784963301135,135.391420363168,34.4784963301135,市営春木駅西自転車等駐車場,春木若松町20-18　（電話）423-6620,,,5:00－1:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/05.jpg,,,,,,,自転車　1.000台　　バイク　48台,屋根あり　150円　　屋根なし　100円,屋根あり　---　　　 屋根なし　150円,"屋根あり　2,500円　　屋根なし　2,000円","屋根あり　7,200円　　屋根なし　5,700円","屋根あり　3,500円　　屋根なし　2,800円","屋根あり　10,200円　 屋根なし　8,100円"
11502,1135.39186012104834.4762985320291,135.391860121048,34.4762985320291,135.391860121048,34.4762985320291,市営春木駅東自転車等駐車場,春木旭町7-11　（電話）441-0441,,,6:30－23:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/06.jpg,,,,,,,自転車　949台　　バイク　58台,150円,200円,"2,500円","7,200円","3,500円","10,200円"
11503,1135.4059722678334.4665770578239,135.40597226783,34.4665770578239,135.40597226783,34.4665770578239,市営久米田駅北自転車等駐車場,下池田町1-25-28　（電話）444-9171,,,4:15－1:30,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/08.jpg,,,,,,,自転車　789台　　バイク　50台,屋根あり　150円　　屋根なし　100円,屋根あり　200円　　屋根なし　150円,"屋根あり　2,500円　　屋根なし　2,000円","屋根あり　7,200円　　屋根なし　5,700円","屋根あり　3,500円　　屋根なし　2,800円","屋根あり　10,200円　屋根なし　8,100円"
11504,1135.37641093575434.4591673261905,135.376410935754,34.4591673261905,135.376410935754,34.4591673261905,市営岸和田駅２号自転車等駐輪場,宮本町45-13 （電話）431-0009,,,5:00－1:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/02.jpg,,,,,,,"自転車　1,003台",150円,---,"2,500円","7,200円",---,---
11505,1135.3798966629534.4615262172513,135.37989666295,34.4615262172513,135.37989666295,34.4615262172513,市営岸和田駅３号自転車等駐車場,別所町1-25-1　（電話）431-0090,,,5:00－1:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/03.jpg,,,,,,,"自転車　1,211台　　バイク　109台",150円,200円,"2,500円","7,200円","3,500円","10,200円"
11506,1135.37945895639534.4605559018874,135.379458956395,34.4605559018874,135.379458956395,34.4605559018874,市営岸和田駅４号自転車等駐車場,別所町1-1-20　（電話）433-1293,,,5:00－1:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/04.jpg,,,,,,,自転車　401台　　バイク　107台,150円,200円,"（２階）2,500円　（３階）2,000円","（２階）7,200円　（３階）5,700円","3,500円","10,200円"
11507,1135.3749738653734.4584002161011,135.37497386537,34.4584002161011,135.37497386537,34.4584002161011,市営岸和田駅１号自転車等駐車場,宮本町684番地の1　（電話）431-0009,,,終日,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/01.jpg,,,,,,,バイク　178台,---,（50cc超）400円,---,---,"（原付）3,000円　（50－125）3,500円　　（125超）4,000円","（原付）8,700円　（50－125）10,200円　（125超）11,600円"
11508,1135.38565041439734.4671738585399,135.385650414397,34.4671738585399,135.385650414397,34.4671738585399,市営和泉大宮駅東自転車等駐車場,藤井町1-16-6　（電話）444-0630,,,5:00－1:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/07.jpg,,,,,,,自転車　286台　　バイク　25台,150円,200円,"2,500円","7,200円","3,500円","10,200円"
11509,1135.40449718866734.4645104109351,135.404497188667,34.4645104109351,135.404497188667,34.4645104109351,市営久米田駅南自転車等駐車場,小松里町464番地の1　（電話）444-9170,,,4:15－1:30,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/09.jpg,,,,,,,自転車　613台　　バイク　214台,150円,200円,"2,500円","7,200円","屋根あり　3,500円　　屋根なし　2,800円","屋根あり　10,200円　屋根なし　8,100円"
11510,1135.39747166812534.4569510332413,135.397471668125,34.4569510332413,135.397471668125,34.4569510332413,市営下松駅自転車等駐車場,下松町3-2-2　（電話）428-6150,,,4:15－1:30,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/10.jpg,,,,,,,自転車　961台　　バイク　207台,150円,200円,"2,500円","7,200円","3,500円","10,200円"
11511,1135.36955828612134.4566667746351,135.369558286121,34.4566667746351,135.369558286121,34.4566667746351,市営蛸地蔵駅自転車等駐車場,岸城町20-15　（電話）432-5103,,,5:00－1:00,http://www.city.kishiwada.osaka.jp/soshiki/44/tyurin.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/11.jpg,,,,,,,自転車　309台　　バイク　20台,150円,屋根あり　200円　　屋根なし　150円,"屋根あり　2,500円　　屋根なし　2,000円","屋根あり　7,200円　　屋根なし　5,700円","屋根あり　3,500円　　屋根なし　2,800円","屋根あり　10,200円　 屋根なし　8,100円"
11512,1135.38279587936934.4470576930947,135.382795879369,34.4470576930947,135.382795879369,34.4470576930947,東岸和田駅仮設自転車駐車場,土生町5丁目1853番地の1,,,終日,http://www.city.kishiwada.osaka.jp/soshiki/44/kasetutyurin2.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/12.jpg,,,,,,,"自転車　約1,000台",無料,---,---,---,---,---
11513,1135.38842960003234.4492164258143,135.388429600032,34.4492164258143,135.388429600032,34.4492164258143,東岸和田駅仮設バイク駐車場,作才町118番地の1,,,終日,http://www.city.kishiwada.osaka.jp/soshiki/44/baiku2.html,http://www.city.kishiwada.osaka.jp/tyuurinnjou/13.jpg,,,,,,,バイク　約300台,---,無料,---,---,---,---
11514,1135.3547595773234.47667634101,135.35475957732,34.47667634101,135.35475957732,34.47667634101,岸和田市貝塚市クリーンセンター,岸和田市岸の浦町1番地の2,,5960016,,http://www.kishikai-cleancenter.or.jp/,,,072-436-5389,072-436-4653,,月曜～金曜　午前8時45分～午後5時15分（ごみの直接搬入受付時間は午後1時から午後5時）,,,,,,,,
11515,1135.39258817371834.4299760680254,135.392588173718,34.4299760680254,135.392588173718,34.4299760680254,流木浄水場,岸和田市流木町472番地,,5960835,,,,,072-426-2503,,,,,,,,,,,
11516,1135.36427860452234.4597661320407,135.364278604522,34.4597661320407,135.364278604522,34.4597661320407,浜公園,岸和田市大工町267番地1,,0,,,,,,,,,,,,,,,,
11517,1135.36995767220634.459732664231,135.369957672206,34.459732664231,135.369957672206,34.459732664231,千亀利公園,岸和田市岸城町1823番地1,,0,,,,,,,,,,,,,,,,
11518,1135.37986113364834.4529460264126,135.379861133648,34.4529460264126,135.379861133648,34.4529460264126,今池公園,岸和田市土生町2丁目828番地1,,0,,,,,,,,,,,,,,,,
11519,1135.39588123951634.4624345672503,135.395881239516,34.4624345672503,135.395881239516,34.4624345672503,森池公園,岸和田市小松里町2079番地,,0,,,,,,,,,,,,,,,,
11520,1135.39677377018734.4698396627878,135.396773770187,34.4698396627878,135.396773770187,34.4698396627878,中央公園,岸和田市西之内町8番地2号,,5960044,http://www.city.kishiwada.osaka.jp/soshiki/52/chuo-map.html,,,,,,,,,,,,,,,
11521,1135.39764981245934.4759142634733,135.397649812459,34.4759142634733,135.397649812459,34.4759142634733,北公園,岸和田市荒木町2丁目40番地1,,0,,,,,,,,,,,,,,,,
11522,1135.38825057757134.4835341513823,135.388250577571,34.4835341513823,135.388250577571,34.4835341513823,八幡山公園,岸和田市八幡町779番地4,,0,,,,,,,,,,,,,,,,
11523,1135.36319568335734.4601625676066,135.363195683357,34.4601625676066,135.363195683357,34.4601625676066,浜工業公園,岸和田市地蔵浜町10番地1,,0,http://www.city.kishiwada.osaka.jp/soshiki/52/hamakougyou-map.html,,,,,,,,,,,,,,,
11524,1135.42306241880234.4321093263388,135.423062418802,34.4321093263388,135.423062418802,34.4321093263388,蜻蛉池公園,岸和田市三ヶ山町701番地,,0,http://www.city.kishiwada.osaka.jp/soshiki/52/tonnboikekouen.html,,,,,,,,,,,,,,,
11525,1135.42083792622334.4563068035776,135.420837926223,34.4563068035776,135.420837926223,34.4563068035776,久米田公園,岸和田市岡山町26番地2,,0,,,,,,,,,,,,,,,,
11526,1135.40895892142634.4587928076552,135.408958921426,34.4587928076552,135.408958921426,34.4587928076552,久米田公園,岸和田市池尻町918番地,,0,,,,,,,,,,,,,,,,
11527,1135.43903239293134.4575033236501,135.439032392931,34.4575033236501,135.439032392931,34.4575033236501,東山公園,岸和田市東ヶ丘町808番地662,,0,,,,,,,,,,,,,,,,
11528,1135.38684497479734.4925451945341,135.386844974797,34.4925451945341,135.386844974797,34.4925451945341,新開地公園,岸和田市磯上町6丁目800番地1,,0,,,,,,,,,,,,,,,,
11529,1135.39577300361634.485435990738,135.395773003616,34.485435990738,135.395773003616,34.485435990738,松田公園,岸和田市磯上町4丁目295番地4,,0,,,,,,,,,,,,,,,,
11530,1135.40197333295834.4712845112347,135.401973332958,34.4712845112347,135.401973332958,34.4712845112347,四ノ坪公園,岸和田市下池田町2丁目200番地,,0,,,,,,,,,,,,,,,,
11531,1135.40672651342934.4725143200301,135.406726513429,34.4725143200301,135.406726513429,34.4725143200301,箕土路公園,岸和田市箕土路町2丁目572番地,,0,,,,,,,,,,,,,,,,
11532,1135.40345286421934.4762705394922,135.403452864219,34.4762705394922,135.403452864219,34.4762705394922,牛神公園,岸和田市中井町1丁目284番地,,0,,,,,,,,,,,,,,,,
11533,1135.40989247409434.4754441684962,135.409892474094,34.4754441684962,135.409892474094,34.4754441684962,十七の坪公園,岸和田市箕土路町2丁目637番地,,0,,,,,,,,,,,,,,,,
11534,1135.40738764470134.4780715012957,135.407387644701,34.4780715012957,135.407387644701,34.4780715012957,中井公園,岸和田市中井町3丁目708番地,,0,,,,,,,,,,,,,,,,
11536,1135.38372446197534.4548384542896,135.383724461975,34.4548384542896,135.383724461975,34.4548384542896,泉公園,岸和田市作才町1丁目4043番地,,0,,,,,,,,,,,,,,,,
11537,1135.38797884014534.4520390577646,135.387978840145,34.4520390577646,135.387978840145,34.4520390577646,作才公園,岸和田市作才町1267番地,,0,,,,,,,,,,,,,,,,
11538,1135.37974554551534.4486924733596,135.379745545515,34.4486924733596,135.379745545515,34.4486924733596,城南公園,岸和田市土生町2丁目3301番地,,0,,,,,,,,,,,,,,,,
11539,1135.40038757071634.4295015731658,135.400387570716,34.4295015731658,135.400387570716,34.4295015731658,天神山ゾウ公園,岸和田市天神山町2丁目73番地328,,0,,,,,,,,,,,,,,,,
11540,1135.39760181231334.428218052311,135.397601812313,34.428218052311,135.397601812313,34.428218052311,天神山キリン公園,岸和田市天神山町2丁目73番地229,,0,,,,,,,,,,,,,,,,
11541,1135.40131348678234.427378178994,135.401313486782,34.427378178994,135.401313486782,34.427378178994,天神山クマ公園,岸和田市天神山町3丁目20番地3,,0,,,,,,,,,,,,,,,,
11542,1135.4038005277434.4622130004016,135.40380052774,34.4622130004016,135.40380052774,34.4622130004016,土井ノ池公園,岸和田市小松里町911番地12,,0,,,,,,,,,,,,,,,,
11543,1135.38198477706734.4780037199506,135.381984777067,34.4780037199506,135.381984777067,34.4780037199506,泉浜公園,岸和田市春木泉町1492番地7,,0,,,,,,,,,,,,,,,,
11544,1135.39331029060134.4646990364872,135.393310290601,34.4646990364872,135.393310290601,34.4646990364872,西之内第1公園,岸和田市西之内町2266番地,,0,,,,,,,,,,,,,,,,
11545,1135.39122721612234.4624143011754,135.391227216122,34.4624143011754,135.391227216122,34.4624143011754,西之内第2公園,岸和田市西之内町2111番地,,0,,,,,,,,,,,,,,,,
11546,1135.40218007661634.4688452762303,135.402180076616,34.4688452762303,135.402180076616,34.4688452762303,下池田公園,岸和田市下池田町1丁目1144番地,,0,,,,,,,,,,,,,,,,
11547,1135.40132049871834.4648134551687,135.401320498718,34.4648134551687,135.401320498718,34.4648134551687,小松里第1公園,岸和田市小松里町2243番地,,0,,,,,,,,,,,,,,,,
11548,1135.39850158467534.4662110814115,135.398501584675,34.4662110814115,135.398501584675,34.4662110814115,小松里第2公園,岸和田市小松里町2367番地,,0,,,,,,,,,,,,,,,,
11549,1135.39731966388734.4607009257861,135.397319663887,34.4607009257861,135.397319663887,34.4607009257861,額原公園,岸和田市額原町1101番地,,0,,,,,,,,,,,,,,,,
11550,1135.3823572061634.4649474122792,135.38235720616,34.4649474122792,135.38235720616,34.4649474122792,牛之口公園,岸和田市上野町東205番地5,,0,,,,,,,,,,,,,,,,
11551,1135.36837070621634.453859637249,135.368370706216,34.453859637249,135.368370706216,34.453859637249,南公園,岸和田市南上町1丁目431番地1,,0,http://www.city.kishiwada.osaka.jp/soshiki/52/minami-kouen.html,,,,,,,,,,,,,,,
11552,1135.37941467253934.4550828708391,135.379414672539,34.4550828708391,135.379414672539,34.4550828708391,野田公園,岸和田市野田町2丁目215番地1,,0,,,,,,,,,,,,,,,,
11553,1135.384796102534.4563866103304,135.3847961025,34.4563866103304,135.3847961025,34.4563866103304,宮の池公園,岸和田市別所町3丁目102番地1,,0,,,,,,,,,,,,,,,,
11554,1135.43313047669434.447208654703,135.433130476694,34.447208654703,135.433130476694,34.447208654703,包近公園,岸和田市包近町490番地1,,0,,,,,,,,,,,,,,,,
11555,1135.38874742820334.4578247103325,135.388747428203,34.4578247103325,135.388747428203,34.4578247103325,寺池公園,岸和田市別所町3丁目677番地35,,0,,,,,,,,,,,,,,,,
11556,1135.38486239932434.45146109458,135.384862399324,34.45146109458,135.384862399324,34.45146109458,東岸和田公園,岸和田市土生町4179番地,,0,,,,,,,,,,,,,,,,
11557,1135.38262149445234.4720702671876,135.382621494452,34.4720702671876,135.382621494452,34.4720702671876,野村公園,岸和田市上野町西2036番地,,0,,,,,,,,,,,,,,,,
11558,1135.41458819435134.4646054508197,135.414588194351,34.4646054508197,135.414588194351,34.4646054508197,大路公園,岸和田市池尻町288番地,,0,,,,,,,,,,,,,,,,
11559,1135.39033472359934.45386686188,135.390334723599,34.45386686188,135.390334723599,34.45386686188,ときわ公園（上松公園）,岸和田市上松町21番地,,0,http://www.city.kishiwada.osaka.jp/soshiki/52/tokiwakouen.html,,,,,,,,,,,,,,,
11560,1135.404760291634.4367656360524,135.4047602916,34.4367656360524,135.4047602916,34.4367656360524,葛城公園,岸和田市葛城町2834番地1,,0,,,,,,,,,,,,,,,,
11561,1135.37513207405734.4719625802276,135.375132074057,34.4719625802276,135.375132074057,34.4719625802276,臨海緑地,岸和田市臨海町21番地1,,0,,,,,,,,,,,,,,,,
11562,1135.43875120606334.4612797711606,135.438751206063,34.4612797711606,135.438751206063,34.4612797711606,東ケ丘第一公園,岸和田市東ケ丘町808番地681,,0,,,,,,,,,,,,,,,,
